page,leaf,table,navire,date,date_republicaine,date_gregorienne,latitude,longitude,longitude_paris,latitude_dms,latitude_ref,longitude_dms,longitude_ref,obs_latitude,obs_longitude,thermometre,barometre_pouces,barometre_lignes,barometre_mm,barometre_hpa,hygrometre,vents_etat_du_ciel,points_lunaires,points_solaires,declinaison_boussole,remarque,remarque_portee,au_mouillage,alerte,notes
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-07-27,8 thermidor an XI,1803-07-27,"-15,0553","90,6000","88,2628",15.3.19,Sud,88.15.46,Orientales,,,"20,5",28,"2,5","763,6",1018,,SE. Grand frais par rafales ; temps sombre et couvert ; pluie.,☾,,//,,,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-07-28,9 thermidor an XI,1803-07-28,"-15,6578","87,0678","84,7306",15.39.28,Sud,84.43.50,Orientales,,,"20,0",28,"3,0","764,7",1020,,SE. ESE. SSE. Bon frais par risées ; ciel nuageux ; pluie avant le jour.,,,//,,,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-07-29,10 thermidor an XI,1803-07-29,"-16,3119","83,5411","81,2039",16.18.43,Sud,81.12.14,Orientales,,,"20,0",28,"4,0","767,0",1023,,SE. Bon frais et joli frais inégal ; ciel nuageux ; le soir légères grenasses avec quelques gouttes de pluie.,,,NO. 2°30',,,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-07-30,11 thermidor an XI,1803-07-30,"-16,9761","80,4114","78,0742",16.58.34,Sud,78.4.27,Orientales,,,"20,0",28,"3,7","766,3",1022,,ESE. SSE. SE. Joli frais ; ciel nuageux ; pluie par intervalles.,,,2. 30.,,,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-07-31,12 thermidor an XI,1803-07-31,"-17,7928","76,9044","74,5672",17.47.34,Sud,74.34.2,Orientales,*,,"19,0",28,"3,0","764,7",1020,,SE. ESE. Vent bon frais ; temps couvert ; grains et pluie.,L,,//,,,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-08-01,13 thermidor an XI,1803-08-01,"-18,5117","73,6403","71,3031",18.30.42,Sud,71.18.11,Orientales,,,"19,0",28,"4,0","767,0",1023,,E. ESE. Bon frais ; temps à grains ; pluie le matin.,,,//,,,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-08-02,14 thermidor an XI,1803-08-02,"-19,4467","70,3403","68,0031",19.26.48,Sud,68.0.11,Orientales,,,"19,2",28,"4,5","768,1",1024,,E. SE. E. Bon frais et joli frais ; temps à grains et pluie le matin.,,,6. 58.,,,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-08-03,15 thermidor an XI,1803-08-03,"-20,1361","67,5617","65,2244",20.8.10,Sud,65.13.28,Orientales,,,"19,3",28,"4,0","767,0",1023,,E. ESE. SE. Joli frais ; beau temps ; ciel nuageux.,☉,,6. 38.,,,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-08-04,16 thermidor an XI,1803-08-04,"-20,0500","64,8106","62,4733",20.3.0,Sud,62.28.24,Orientales,,,"19,0",28,"5,0","769,2",1026,,ESE. SE. S. SSE. SE. Ciel nuageux ; pluie le soir.,☋,,//,"A 6 h. du soir, vu l'île Rodrigue dans le N. 60° O.",,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-08-05,17 thermidor an XI,1803-08-05,"-19,8122","61,1325","58,7953",19.48.44,Sud,58.47.43,Orientales,,,"19,0",28,"5,0","769,2",1026,,"Jusqu'à midi, SE ESE. SE. Bon frais inégal ; grains et pluie.",,,//,"A midi, fait la remise de tous nos journaux entre les mains du Commandant.",,,,
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-08-06,18 thermidor an XI,1803-08-06,"-19,9375","59,2039","56,8667",19.56.15,Sud,56.52.0,Orientales,*,*,//,//,,,,,.........................,P. ♌,,//,,,,,Accolade Points lunaires à partir de cette ligne : Constit. bor.
526,548,27 - Retour des corvettes françoises à l'Ile-de-France,les corvettes,1803-08-07,19 thermidor an XI,1803-08-07,"-20,1417","57,4456","55,1083",20.8.30,Sud,55.6.30,Orientales,△,△,//,//,,,,,.........................,,,//,"Arrivé à l'Ile-de-France, et mouillé à l'entrée du port Nord-Ouest.",,,,"N.B. La connaissance des routes d'un vaisseau n'est intéressante qu'autant qu'on peut y rattacher des observations utiles, soit aux progrès de la géographie, soit à ceux de la physique ou de la navigation. La traversée de la corvette le Géographe, de l'Ile-de-France en France, n'offrant aucun fait de ce genre, il m'a paru convenable de terminer ici le tableau des routes de ce bâtiment."
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-06-28,9 messidor an IX,1801-06-28,"-31,8331","115,5164","113,1792",31.49.59,Sud,113.10.45,Orientales,*,*,"14,8",28,"3,0","764,7",1020,,NE. ENE. NNE. ESE. SE. Joli frais ; temps nébuleux et par grains.,P,,//,"Appareillé à 9 h. 30' du matin de la rade de l'île Rottnest, où nous étions mouillés, par 31° 58' 27"" de latitude S. et 113° 15' 40"" de long. Orient.",,,,En-tête de la colonne DÉCLINAISON : NO. Accolade Points lunaires : Constitution australe ; accolade Points solaires : Hiver austral.
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-06-29,10 messidor an IX,1801-06-29,"-31,1711","115,4294","113,0922",31.10.16,Sud,113.5.32,Orientales,,△,"15,0",28,"3,0","764,7",1020,,"SSE. S. SSE. SE. ENE. Joli frais le matin, ensuite petit frais ; beau temps.",,,//,En vue de l'île Lancelin et du continent de la Nouvelle-Hollande.,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-06-30,11 messidor an IX,1801-06-30,"-30,8031","115,0506","112,7133",30.48.11,Sud,112.42.48,Orientales,*,△,"16,0",28,"3,0","764,7",1020,,ENE. N. NNE. NNO. Joli frais et bon frais par rafales ; temps à grains le soir.,,,4° 49',,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-01,12 messidor an IX,1801-07-01,"-30,6608","115,2406","112,9033",30.39.39,Sud,112.54.12,Orientales,,△,"16,0",28,"2,5","763,6",1018,,NO. OSO. O. ONO. Petit frais ; calme le soir ; temps couvert.,,,//,En vue de l'île Boullanger et du continent voisin.,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-02,13 messidor an IX,1801-07-02,"-31,1667","114,6250","112,2878",31.10.0,Sud,112.17.16,Orientales,,*,"16,0",28,"1,0","760,2",1014,,NO. NNO. NNE. NNO. N. Par rafales bon frais et joli frais ; temps couvert.,♌. ☋,,5. 22.,,,,,Accolade Points lunaires à partir de cette ligne : Constitution boréale.
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-03,14 messidor an IX,1801-07-03,"-31,9450","113,7081","111,3708",31.56.42,Sud,111.22.15,Orientales,*,*,"12,0",27,"7,0","746,7",996,,N. NNO. N. ONO. O. Grand frais par rafales ; grains et pluie.,☽,,//,,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-04,15 messidor an IX,1801-07-04,"-32,0167","113,8136","111,4764",32.1.0,Sud,111.28.35,Orientales,,*,"14,0",27,"10,0","753,5",1005,,O. OSO. SO. Grand frais et bon frais par rafales ; temps à grains.,,,//,,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-05,16 messidor an IX,1801-07-05,"-31,0167","114,3478","112,0106",31.1.0,Sud,112.0.38,Orientales,,*,"16,0",28,"2,0","762,5",1017,,"O. NNO. NO. ONO. Joli frais ; le soir, vent petit frais du NO. ; temps nuageux.",,,//,,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-06,17 messidor an IX,1801-07-06,"-30,5167","114,9306","112,5933",30.31.0,Sud,112.35.36,Orientales,,△,"16,0",28,"2,0","762,5",1017,,NO. N. O. ONO. NO. Joli frais par rafales ; temps à grains ; pluie.,,,7. 15.,,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-07,18 messidor an IX,1801-07-07,"-30,2131","114,5344","112,1972",30.12.47,Sud,112.11.50,Orientales,*,*,"15,0",28,"0,0","758,0",1011,,NO. ONO. O. OSO. Bon frais et joli frais ; rafales ; grains ; pluie.,,,7. 19.,,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-08,19 messidor an IX,1801-07-08,"-29,4111","114,0478","111,7106",29.24.40,Sud,111.42.38,Orientales,,△,"17,0",28,"5,0","769,2",1026,,"OSO. SO. SSO. SE. Joli frais ; à la nuit, petit frais ; ciel couvert.",,,//,En vue des Abrolhos.,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-09,20 messidor an IX,1801-07-09,"-28,8544","114,0856","111,7483",28.51.16,Sud,111.44.54,Orientales,,△,"15,0",28,"5,0","769,2",1026,,SSO. OSO. ESE. E. ENE. ESE. Petit frais ; beau temps.,?,,7. 0.,"L'amplitude ortive a donné 5° 50', et l'amplitude occase 8° 13' de déclinaison NO., celle que l'on a notée ici est la moyenne des deux.",,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-10,21 messidor an IX,1801-07-10,"-28,1953","113,6753","111,3381",28.11.43,Sud,111.20.17,Orientales,,△,"16,0",28,"5,0","769,2",1026,,ESE. E. SE. ESE. Petit frais ; beau temps.,A,,5. 54.,Cette déclinaison est moyenne de plusieurs observations.,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-11,22 messidor an IX,1801-07-11,"-27,7000","113,8297","111,4925",27.42.0,Sud,111.29.33,Orientales,,△,"17,0",28,"3,5","765,9",1021,,E. ENE. N. NNE. Joli frais et petit frais ; beau temps.,●,,5. 48.,En vue de la pointe Rouge et de la baie Gantheaume.,,,,
528,550,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-12,23 messidor an IX,1801-07-12,"-27,6389","113,3250","110,9878",27.38.20,Sud,110.59.16,Orientales,*,△,"17,5",28,"0,0","758,0",1011,,NE. NNE. N. NNO. O. SO. Bon frais ; grains et pluie.,,,//,,,,,
529,551,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-13,24 messidor an IX,1801-07-13,"-27,5908","113,0044","110,6672",27.35.27,Sud,110.40.2,Orientales,*,*,"17,0",27,"11,0","755,7",1008,,"Calme ; folles ventes ; NNE. NE. Bon frais par grains ; le soir, calme ; pluie continuelle.",,,//,,,,,En-tête de la colonne DÉCLINAISON : NO. Accolade Points lunaires : Constitution boréale ; accolade Points solaires : Hiver austral.
529,551,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-14,25 messidor an IX,1801-07-14,"-27,8444","113,5322","111,1950",27.50.40,Sud,111.11.42,Orientales,*,△,"16,0",27,"11,0","755,7",1008,,"Calme plat ; le soir, SO. OSO. Petit frais ; pluie continuelle.",,,//,,,,,
529,551,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-15,26 messidor an IX,1801-07-15,"-27,0333","113,4261","111,0889",27.2.0,Sud,0111.5.20,Orientales,,△,"17,7",28,"3,0","764,7",1020,,OSO. SO. SSO. Petit frais ; joli frais ; ciel couvert.,,,5° 45',"Depuis quatre jours, les courans nous ont poussés d'environ 50 milles dans le Sud.",,,,
529,551,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-16,27 messidor an IX,1801-07-16,"-25,6778","112,8539","110,5167",25.40.40,Sud,110.31.0,Orientales,,△,"16,0",28,"3,0","764,7",1020,,SE. ESE. E. SSO. SSE. Joli frais ; beau temps.,,,6. 40.,En vue de l'île Dirck-Hartighs.,,,,
529,551,28 - Routes du Naturaliste à la Terre d'Édels,le Naturaliste,1801-07-17,28 messidor an IX,1801-07-17,"-25,4500","113,1094","110,7722",25.27.0,Sud,110.46.20,Orientales,,△,//,//,,,,,SE. ESE. S. Joli frais ; petit frais le soir ; beau temps.,D. ☋,,//,"Mouillé à la baie des Chiens-Marins, le 17 juillet à 8 h. du soir.",,,,Accolade Points lunaires à partir de cette ligne : C. austr.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-18,29 messidor an IX,1801-07-18,"-25,4692","113,1286","110,7914",25.28.9,Sud,110.47.29,Orientales,,△,//,//,,,,,"Calme ; N. NNO. Petit frais ; beau temps ; le soir, grain du SO. au NO., joli frais par rafales ; horizon noir et chargé de nuages.",,,//,"Latitude moyenne conclue de cinq hauteurs méridiennes du soleil observées à bord. Dans la journée du 18 juillet, on a changé de mouillage.",,,,En-tête de la colonne DÉCLINAISON : NO. Accolade Points lunaires : Constitution australe ; accolade Points solaires : Hiver austral.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-19,30 messidor an IX,1801-07-19,,,,,Sud,,Orientales,,,//,28,"0,0","758,0",1011,,O. OSO. Joli frais ; temps à grains avec pluie.,☾,,//,,,oui,,Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie des Chiens-Marins.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-20,1er thermidor an IX,1801-07-20,,,,,Sud,,Orientales,,,"15,0",28,"1,7","761,8",1016,,O. SSO. ONO. S. SSO. ESE. Bon frais par rafales ; horizon gras ; temps à grains.,,,//,,,oui,,À l'ancre dans la baie des Chiens-Marins.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-21,2 thermidor an IX,1801-07-21,,,,,Sud,,Orientales,,,"14,2",28,"3,0","764,7",1020,,ESE. SE. SSE. Joli frais ; beau temps.,,,//,,,oui,,À l'ancre dans la baie des Chiens-Marins.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-22,3 thermidor an IX,1801-07-22,,,,,Sud,,Orientales,,,//,//,,,,,ESE. SSE. SE. Joli frais ; beau temps.,,,//,,,oui,,À l'ancre dans la baie des Chiens-Marins.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-23,4 thermidor an IX,1801-07-23,,,,,Sud,,Orientales,,,"16,8",28,"3,5","765,9",1021,,"ESE. Joli frais ; à midi ESE. et SE., presque calme ; beau temps.",,☋,//,,,oui,,À l'ancre dans la baie des Chiens-Marins.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-24,5 thermidor an IX,1801-07-24,,,,,Sud,,Orientales,,,"17,8",28,"3,0","764,7",1020,,"SE. ESE. Joli frais ; à midi, SO. presque calme ; beau temps.",J.,,//,,,oui,,À l'ancre dans la baie des Chiens-Marins.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-25,6 thermidor an IX,1801-07-25,,,,,Sud,,Orientales,,,//,//,,,,,Calme plat ; NE. SO. O. Petit frais ; ciel nébuleux.,☉. P,,//,,,oui,,À l'ancre dans la baie des Chiens-Marins.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-26,7 thermidor an IX,1801-07-26,,,,,Sud,,Orientales,,,"19,0",28,"2,3","763,2",1017,,O. Petit frais ; NE. Joli frais ; calme plat le soir ; ciel nébuleux ; pluie le soir.,,,//,,,oui,,À l'ancre dans la baie des Chiens-Marins.
529,551,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-27,8 thermidor an IX,1801-07-27,,,,,Sud,,Orientales,,,//,28,"1,5","761,3",1015,,E. SSE. SO. Joli frais ; temps couvert ; grains avec pluie.,,,//,,,oui,,À l'ancre dans la baie des Chiens-Marins.
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-28,9 thermidor an IX,1801-07-28,,,,,Sud,,Orientales,,,"16,0",28,"3,5","765,9",1021,,SO. SE. SSE. Joli frais ; ciel nuageux.,,,//,,,oui,,"En-tête de la colonne DÉCLINAISON : NO. Accolade Points lunaires : C. aust., puis Constitution boréale ; accolade Points solaires : Hiver austral. Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-29,10 thermidor an IX,1801-07-29,,,,,Sud,,Orientales,,,"16,0",28,"3,6","766,1",1021,,ESE. ENE. Petit frais ; presque calme le soir ; beau temps ; ciel nuageux.,♌. ☊,,//,,,oui,,Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre.
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-30,11 thermidor an IX,1801-07-30,,,,,Sud,,Orientales,,,"16,5",28,"1,0","760,2",1014,,Calme ; N. NO. Petit frais ; OSO. SO. Bon frais par fortes rafales ; ciel couvert ; horizon brumeux.,,,//,,,oui,,Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre.
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-07-31,12 thermidor an IX,1801-07-31,"-25,4850","113,1914","110,8542",25.29.6,Sud,110.51.15,Orientales,*,*,//,//,,,,,SO. S. Bon frais par rafales ; SSO. Joli frais ; SO. S. SSE. temps à grains avec pluie.,,,//,Changé de mouillage.,,,,
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-01,13 thermidor an IX,1801-08-01,,,,,Sud,,Orientales,,,//,//,,,,,ESE. S. Petit frais ; calme ; beau temps.,☽,,//,,,oui,,Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre.
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-02,14 thermidor an IX,1801-08-02,,,,,Sud,,Orientales,,,"16,8",28,"6,0","771,5",1029,,SE. Petit frais ; calme ; SSE. Joli frais ; beau temps.,,,//,,,oui,,Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre.
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-03,15 thermidor an IX,1801-08-03,"-25,5783","113,3678","111,0306",25.34.42,Sud,111.1.50,Orientales,*,*,"16,0",28,"5,0","769,2",1026,,SSE. SE. ESE. E. Joli frais ; E. ESE. S. SSE. Petit frais ; beau temps.,,,//,Changé de mouillage.,,,,
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-04,16 thermidor an IX,1801-08-04,"-25,5431","113,4761","111,1389",25.32.35,Sud,0111.8.20,Orientales,,△,//,//,,,,,SSE. Petit frais ; calme ; SO. O. ONO. Petit frais ; beau temps.,,,//,Changé de mouillage pour nous rapprocher de la presqu'île Péron.,,,,
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-05,17 thermidor an IX,1801-08-05,,,,,Sud,,Orientales,,,//,//,,,,,ONO. N. Petit frais ; presque calme ; beau temps.,,,//,"L'eau de la mer est d'une telle transparence, qu'on voit très-distinctement l'ancre qui est sur le fond, malgré que la profondeur soit de 6 brasses.",,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-06,18 thermidor an IX,1801-08-06,,,,,Sud,,Orientales,,,//,//,,,,,NO. Foible ; SO. SSE. Bon frais ; S. SSE. Petit frais ; b. temps.,λ,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-07,19 thermidor an IX,1801-08-07,,,,,Sud,,Orientales,,,"17,0",28,"3,0","764,7",1020,,"SSE. Petit frais ; calme ; beau temps. Le soir, OSO. SO. par légères rafales ; temps à grains.",A,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-08,20 thermidor an IX,1801-08-08,,,,,Sud,,Orientales,,,//,28,"3,0","764,7",1020,,"SO. SSO. ESE. SSO. Petit frais ; temps nuageux ; le soir, calme plat ; beau temps.",,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-09,21 thermidor an IX,1801-08-09,,,,,Sud,,Orientales,,,//,//,,,,,"SE. Petit frais ; à midi, calme ; le soir, SSO. et S. Joli frais ; ciel nuageux.",,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-10,22 thermidor an IX,1801-08-10,,,,,Sud,,Orientales,,,"16,0",28,"5,0","769,2",1026,,S. SSE. Joli frais ; ciel nuageux.,●,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-11,23 thermidor an IX,1801-08-11,,,,,Sud,,Orientales,,,//,//,,,,,SE. S. SSE. Joli frais et petit frais ; beau temps.,,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-12,24 thermidor an IX,1801-08-12,,,,,Sud,,Orientales,,,//,28,"3,0","764,7",1020,,SSE. ESE. S. Petit frais ; joli frais ; beau temps.,,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-13,25 thermidor an IX,1801-08-13,,,,,Sud,,Orientales,,,"16,5",28,"2,5","763,6",1018,,SSE. SE. S. SSO. Petit frais ; S. SSE. Joli frais ; bon frais ; beau temps ; ciel nuageux.,D. ☋,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Accolade Points lunaires à partir de cette ligne : Constit. australe."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-14,26 thermidor an IX,1801-08-14,,,,,Sud,,Orientales,,,"13,5",28,"5,0","769,2",1026,,SSE. Joli frais et bon frais par rafales ; beau temps.,,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
530,552,29 - Séjour du Naturaliste à la Baie des Chiens-Marins,le Naturaliste,1801-08-15,27 thermidor an IX,1801-08-15,,,,,Sud,,Orientales,,,//,//,,,,,SSE. SE. Bon frais par rafales ; beau temps.,,,//,,,oui,,"Accolade en travers des colonnes LATITUDES et LONGITUDES : À l'ancre dans la baie de Dampier, sur la presqu'île Péron."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-16,28 thermidor an IX,1801-08-16,,,,,Sud,,Orientales,,,//,//,,,,,SE. Joli frais par rafales ; beau temps.,,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-17,29 thermidor an IX,1801-08-17,,,,,Sud,,Orientales,,,"14,0",28,"4,5","768,1",1024,,"SE. ESE. SE. Bon frais, joli frais et petit frais ; b. temps.",☾,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-18,30 thermidor an IX,1801-08-18,,,,,Sud,,Orientales,,,//,28,"4,5","768,1",1024,,SE. E. SE. ENE. Petit frais ; beau temps.,,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-19,1er fructidor an IX,1801-08-19,,,,,Sud,,Orientales,,,"16,0",28,"4,0","767,0",1023,,NE. N. NO. O. Petit frais ; beau temps.,,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-20,2 fructidor an IX,1801-08-20,,,,,Sud,,Orientales,,,//,//,,,,,"O. OSO. Petit frais ; SO. Bonne brise ; à midi, calme ; le soir, petite fraîcheur de NE. ; beau temps.",L,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-21,3 fructidor an IX,1801-08-21,,,,,Sud,,Orientales,,,//,//,,,,,"S. SE. Joli frais ; à midi, calme ; SE. S. Petit frais ; SSO. S. Joli frais ; beau temps ; ciel nuageux.",,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-22,4 fructidor an IX,1801-08-22,,,,,Sud,,Orientales,,,"16,0",28,"2,5","763,6",1018,,Calme ; petit frais de l'E. à l'O. par le N. ; beau temps.,P,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-23,5 fructidor an IX,1801-08-23,,,,,Sud,,Orientales,,,//,//,,,,,"SE. SSO. S. ENE. NE. Petit frais ; SO. Joli frais ; temps couvert dans la matinée, ensuite beau temps.",,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-24,6 fructidor an IX,1801-08-24,,,,,Sud,,Orientales,,,//,//,,,,,SSO. S. SE. Petit frais jusqu'à midi ; S. SO. Joli frais ; beau temps.,○,♍,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
531,553,Suite de la TABLE 29.e Séjour du Naturaliste à la baie des Chiens-Marins,le Naturaliste,1801-08-25,7 fructidor an IX,1801-08-25,,,,,Sud,,Orientales,,,//,//,,,,,"S. SE. SSO. Joli frais ; le soir, vent par rafales ; beau temps.",☊,,//,,,oui,,"À l'ancre dans la baie de Dampier, sur la presqu'île Péron. Constitution australe. Hiver austral."
